name_clean,rating_clean,cost_clean,area_clean,cuisines_clean,address,online_order_clean,book_table_clean
Cafe Idly,3.7,200,Frazer Town,"South Indian, Fast Food","38, Kenchappa Road Cross, Frazer Town, Bangalore",1,0
Al Swaad Take Away,3.1,350,Richmond Road,"North Indian, South Indian, Arabian","18, Masjid Street, Opp Akbari Masjid Neelasandra, Richmond, Richmond Road, Bangalore",1,0
Niranthara,0.0,600,Vasanth Nagar,North Indian,"Hotel Chandrika, Cunningham Raod, Abshot Layout, Vasanth Nagar",1,0
Ambur Star Briyani,3.7,500,Indiranagar,"North Indian, Chinese, Biryani","194, Akruti Chambers, 1st Floor, Link Road 4, Stage 2, Hoysala Nagar, Indiranagar, Bangalore",1,0
Airlines Hotel,4.0,400,Lavelle Road,"South Indian, North Indian, Street Food","4, Madras Bank Road, Off Lavelle Road, Lavelle Road, Bangalore",1,0
Just Bake,3.4,400,Ulsoor,"Bakery, Desserts","5/1, Ground Floor, Skywalk Building, Assaye Road, Ulsoor, Bangalore",1,0
Pai Vihar,2.8,400,Vasanth Nagar,"South Indian, Street Food, Chinese, Fast Food","16/A, Ground Floor, Kkmp Building, Vasanth Nagar, Bangalore",1,0
Crunch Pizzas,2.9,600,Domlur,"Italian, Pizza","410, 7th Cross, 1st Stage, Domlur, Bangalore",1,0
Eat At Nite,3.2,400,Frazer Town,"North Indian, Chinese, Rolls","60, Munimarappa Road, Jayamahal, Frazer Town, Bangalore",1,0
Height's Cafe - Hotel Bangalore International,3.2,1000,Race Course Road,"Continental, South Indian","Hotel Bangalore International, 2A-2B, Crescent Road, Highgrounds, Race Course Road, Bangalore",1,0
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,3.9,600,MG Road,Desserts,"Level 5, 1 MG Road Mall, MG Road, Bangalore",1,0
Frozen Bottle,4.0,400,Brigade Road,"Beverages, Desserts, Ice Cream","54,Monarch Plaza,Brigade Road, Bangalore",1,0
Sri Udupi Park,3.8,200,Residency Road,"South Indian, Chinese","57, Opposite Galaxy Mall, Residency Road, Bangalore",1,0
Ramji Chaiwale,3.8,250,Ulsoor,"Beverages, Fast Food","33/1, Ulsoor Road, Hanumanthappa Layout, Ulsoor, Bangalore",1,0
Gelato Italiano,3.2,200,Kammanahalli,"Ice Cream, Desserts, Bakery","286, 287, 292, /3, 2nd Floor, 21 Nova Villa, New BBMP, 74, Commercial Plaza, K Kamraj Road. Kammanahalli Main Road. Near Commercial Street, Kacharakaranahalli, Kammanahalli, Bangalore",1,0
Chantilly,4.1,450,Indiranagar,"Cafe, Bakery","1083, 12th Main, 5th cross, HAL 2nd Stage, Bangalore, Indiranagar, Bangalore",1,0
Ghar Ka Bhojan,3.3,200,Domlur,"North Indian, Healthy Food","93, 1st Floor, Opoosite Venkateshwara Temple, Domlur, Bengaluru",1,0
Kolkata Famous Kati Rolls,0.0,200,Frazer Town,"Rolls, Street Food","Opp. Food World, Wheeler Rd Flyover, Cox Town, Frazer Town",1,0
Cafe Terra,4.2,500,Indiranagar,"Cafe, Continental, Fast Food","846, Double Road, 1st stage, Indiranagar, Bangalore",1,0
Charminar Kabab Paradise,4.0,500,Frazer Town,"North Indian, Chinese, Mughlai, Kebab","40, Mosque Complex, MM Road, Frazer Town, Bangalore",1,0
Cream Stone,4.0,500,Frazer Town,"Desserts, Beverages","64, MM Road, Frazer Town, Bangalore",1,0
EatWater,4.2,1000,Lavelle Road,North Eastern,"25/5, Near Lamborghini Showroom, Lavelle Road, Bangalore",1,0
Sherlock's Cafe,3.7,350,Frazer Town,"Cafe, Fast Food","13/2, Buddha Vihar Road, Frazer Town, Bangalore",1,0
Step Right Up,4.1,300,Vasanth Nagar,"Cafe, Italian","46, 8th Main Road, Vasanth Nagar, Bangalore",1,0
Zaks Mediterranean Cuisine,3.9,700,Frazer Town,"Mediterranean, Arabian, Lebanese, Rolls","65, 1st Floor, Above Ajwain Dates & Nuts, Coles Road, Frazer Town, Bangalore",1,0
Paratha Xpress,3.5,200,Ulsoor,"North Indian, Chinese","17/1 Cambridge Road, Opposite The Frank Antony School, Ulsoor, Bangalore",1,0
The ThickShake Factory,2.8,350,Cunningham Road,"Beverages, Juices","18/3, Ali Askar Road, Off Cunningham Road, Cunningham Road, Bangalore",1,0
The Chariot,2.9,350,Brigade Road,"South Indian, North Indian, Chinese","30, Residency Road, Brigade Road, Bangalore",1,0
The J,4.0,450,Church Street,"Fast Food, Beverages","16/4, Phoenix Arcade, Near little Goa, Church Street, Bangalore",1,0
ZOROY Luxury Chocolate,4.0,250,Church Street,Desserts,"44, Near K C Das, Off Brigade Road, Church Street, Bangalore",1,0
Kanteen 038,3.9,200,Indiranagar,"Tea, Beverages, Fast Food","Citi Nest 91/72, 7th Cross, Eshwara Layout, Indiranagar, Bangalore",1,0
Donne Biriyani Mane,3.5,400,Church Street,"Biryani, Kebab","48, Triumph Towers, Church Street, Bangalore",1,0
A2B - Adyar Ananda Bhavan,3.9,400,Shanti Nagar,"South Indian, Fast Food, Street Food","Near BMTC Bus Stand, Shanti Nagar, Bangalore",1,0
Le Rock,4.0,2000,Brigade Road,"Continental, Chinese","3, Rest House Road, Off Brigade Road, Brigade Road, Bangalore",1,0
Bangalore Bytes,3.5,300,Brigade Road,"Fast Food, South Indian, Biryani","70/2, Markham Road, Ashok Nagar, Brigade Road, Bangalore",1,0
Milk N Shakes,3.7,300,Koramangala 8th Block,Beverages,"639, Near JP Dental Clinic, Koramangala 8th Block, Bangalore",1,0
Siridhanya Upahara Darshini,3.4,400,Frazer Town,South Indian,"18, 1st Floor, Buddha Vihar Road, Frazer Town, Bangalore",1,0
Hotel Chandrika,3.8,400,Cunningham Road,"South Indian, North Indian, Chinese, Street Food","9/1, Cunningham Road, Bangalore",1,0
Gowdru Hotel,3.9,400,Indiranagar,"South Indian, Biryani","23, Opposite Aishwarya Bar, Appareddy Palya, Double Road, Indiranagar, Bangalore",1,0
Cafe Braqa,4.0,700,Indiranagar,"Cafe, Italian, Continental, Beverages","3353, 5th Cross, 12th Main, Indiranagar, Bangalore",1,1
Sri Srinivas Park Hotel,0.0,250,BTM,"North Indian, South Indian","147 Ejipura Road, Near Green Vine Hospital BTM, Bangalore",1,0
Naachiyar's,3.9,600,Ulsoor,Chettinad,"36/1, Ground Floor, Haudin Road, Ulsoor, Bangalore",1,0
Dindigul Thalappakatti,0.0,800,MG Road,"Biryani, Chinese, North Indian, South Indian","18, Ramashree Arcade, MG Road, Bangalore",1,0
Cobaja,4.3,700,Brigade Road,"Seafood, South Indian, Bar Food, Mangalorean, Konkan","123, 1st & 2nd Floor, Brigade Road, Bangalore",1,1
Brownie Heaven,4.2,300,Cunningham Road,"Desserts, Fast Food","110-A, Westminister Building, Cunningham Road, Bengaluru",1,0
Kadamba Foodline,3.7,400,Ulsoor,"Chinese, North Indian, South Indian","17/4, Cambridge Layout, Ulsoor, Bangalore",1,0
The Bundle Co.,4.4,700,MG Road,"Burger, Continental, Italian, Beverages","Church Street, Shanthala Nagar, Ashok Nagar, MG Road, Bangalore",1,0
Tea Break Lounge,3.3,400,Brigade Road,"Beverages, Fast Food","13, Basement Floor, Brigade Road, Bangalore",1,0
The Grill House,4.1,1200,Ulsoor,"American, Mexican, Italian, Steak","8/6, Kensington Point, Ulsoor Road, Ulsoor, Bangalore",1,1
Mountain Spice,3.9,400,Koramangala 8th Block,"Chinese, Nepalese, Tibetan, Momos","127, 2nd D Main Road, Opposite Corporation Bank, Koramangala 8th Block, Bangalore",1,0
Kabab Nation Corner,3.5,500,Brigade Road,"Chinese, Arabian, Fast Food","8, St. Patricks Complex",1,0
Petoo,3.7,800,Commercial Street,"North Indian, Fast Food, Street Food","286, 2nd Floor, Commercial Plaza, Near Westside, Kamaraj Road, Commercial Street, Bangalore",0,0
The Grand Taj,3.2,350,Shivajinagar,"North Indian, Chinese","5/1, Lady Curzon Road, Shivajinagar, Bangalore",1,0
Kumbakonam Degree Coffee,3.8,200,Indiranagar,"South Indian, Fast Food","845/B, Ground Floor, Near BDA Complex, Indiranagar, Bangalore",1,0
C Sharp Kitchen,3.4,600,Church Street,"North Indian, Chinese, European","48, Church Street, Bangalore",1,0
Nossa Goa,4.1,1000,Richmond Road,"Goan, Seafood, Konkan, Desserts","38, Castle Street, Ashoknagar, Richmond Road, Bangalore",1,1
Red Lantern,3.7,700,Cunningham Road,"Chinese, Thai","Shop 201, Ground Floor, West Minister, 13, Cunningham Road, Bangalore",1,0
ROYCE' Chocolate,3.5,1000,MG Road,Desserts,"Foodhall, 1 MG - Lido Mall, Trinity Circle, MG Road, Bangalore",1,0
Chung Wah Express,2.8,600,Indiranagar,"Chinese, Thai, Momos, Vietnamese","3169/H, 1st Floor, 1st Main, ESI Hospital Service Road, HAL 2nd Stage, Indiranagar, Bangalore",1,0
Ujwal Restaurant,3.9,550,Vasanth Nagar,"Seafood, North Indian, Chinese","204/A, 4/2 Cross, Near Jain Hospital, Millers Road, Vasanth Nagar, Bangalore",1,0
GMT - Gelateria Montecatini Terme,4.4,300,Lavelle Road,"Desserts, Ice Cream","42 Vittal Mallya Road, Lavelle Road, Bangalore",1,0
Kettle & Kegs,0.0,200,Cunningham Road,"Tea, Beverages","Cunningham Road, Bangalore",1,0
Gokul Kuteera,3.9,650,Indiranagar,"North Indian, Chinese, South Indian","21, 1st Floor, Above Health And Glow, CMH Road, Indiranagar, Bangalore",1,0
The Souk,3.7,800,Ulsoor,"Cafe, Mediterranean, Italian, Pizza, Continental","L1-08 Skywalk, 5/1, Near Body Craft, Assaye Road, Ulsoor, Bangalore",1,0
Caffe Maven,3.4,300,Residency Road,"Chinese, North Indian","13/1, Kariappa Road, Shantala Nagar, Residency Road, Bangalore, Bengaluru",1,0
Desi Streat,0.0,400,Brigade Road,"South Indian, Street Food","Garuda Mall, 3rd Floor, 15 Magrath Road, Craig Park Layout, Ashok Nagar, Bengaluru",1,0
Bubbles,3.7,450,Frazer Town,Cafe,"1/1, Gover Road, Next to Little Ely School, Indian Bank, Cox Town, Frazer Town",1,0
Popat,3.2,300,Indiranagar,North Indian,"73/1, Shamanna Gowda Layout, 1st Main Channel Road, Jogupalaya, Indiranagar, Bangalore",1,0
Tea Journey,3.8,500,Indiranagar,Cafe,"3167, Near ESI Hospital, HAL 2nd Stage, Double Road, Indiranagar, Bangalore",1,0
Baba Da Dhaba,4.1,650,Brigade Road,North Indian,"OYO Townhouse 25, Magrath Road, Brigade Road, Bangalore",0,1
Momo Time,0.0,300,Ulsoor,"Momos, Chinese","31, Sree Yellamma Temple Street, near BIB, Ulsoor, Bangalore",1,0
China South,0.0,600,Brigade Road,"Chinese, Tibetan","Q Court, 3rd Floor, Garuda Mall, Magarth Road, Ashok Nagar, Brigade Road, Bangalore",1,0
Ging - Royal Orchid Central,4.3,2000,MG Road,Asian,"Royal Orchid Central, Level 10,Manipal Centre, Cubbon Road, Off MG Road,Bangalore",1,1
Masala Central,3.7,300,Frazer Town,North Indian,"Shop 15, St.Johns Church Road, Cleveland Town, Frazer Town, Bangalore",1,0
Daily Bite,3.5,250,Richmond Road,"Desserts, Fast Food","6/1, Opposite Nandan Ground, Palmgrove Road, Austin Town, Near Richmond Town, Richmond Town, Bangalore",1,0
Lime Twist,0.0,150,Residency Road,"Fast Food, Beverages","Smart Avenue building, Residency Road, Bangalore",1,0
All Saints Bakery,3.6,200,Brigade Road,Bakery,"126/2 Opposite Brigade Towers, Brigade Road, Bangalore",0,0
Ta'aam,4.1,750,Cunningham Road,"North Indian, Mughlai, Arabian, Chinese","19/1, Queen's Road Cross, Munniswamy Road, Near Caricon AC's, Cunningham Road, Bangalore",1,0
Classic Shop,3.3,150,Ulsoor,"Juices, Beverages","13, Skywalk, Assayaee Road, Ulsoor, Bangalore",1,0
Coastal Delight,4.1,650,Indiranagar,"Seafood, South Indian, North Indian, Mangalorean, Chinese","241, 13th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore",1,0
Little White Kitchen,3.8,200,Brigade Road,"Chinese, Continental, North Indian, Italian","15, 1st Floor, St Patricks Complex, Brigade Road, Bangalore",1,0
UBQ by Barbeque Nation,3.2,450,MG Road,"North Indian, BBQ, Biryani, Kebab","Ground Floor, Swami Vivekanand Road, Lido Multiplex No ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¼, MG Road, Bangalore",1,0
Taipan,3.5,700,Frazer Town,"Chinese, Momos","57, Coles Road, Near ICICI Bank, Frazer Town, Bangalore",1,0
Penta Cafe,3.5,350,Frazer Town,"Juices, Fast Food, Beverages","Shop 50, 4th floor, MM Road, Frazer Town, Bangalore",1,0
Ideal Kitchen,3.5,250,Indiranagar,"North Indian, Chinese, South Indian, Seafood","220, 2nd Cross, Opposite BDA Complex, 2nd Stage, Indiranagar, Bengaluru",1,0
Tibbs Frankie,3.8,200,Brigade Road,"Street Food, Rolls","Ground Floor, Garuda Mall, Macgrath Road, Brigade Road, Bangalore",0,0
Chef Baker's,0.0,600,MG Road,"Bakery, Desserts","Metro Station, MG Road, Bangalore",1,0
Ghar Ki Rasoi,3.1,500,Indiranagar,"North Indian, Chinese, Italian","1st Stage, Indiranagar, Bangalore",1,0
Gelato Italiano,3.0,200,Brigade Road,"Ice Cream, Bakery, Desserts","Ground Floor, Garuda Mall, Magrath Road, Ashok Nagar",1,0
OCEA HOTEL,3.7,800,Brigade Road,"North Indian, Chinese, Seafood","Next To St. Joseph's College Of Commerce, Brigade Road, Bangalore",1,0
Vietnamese Kitchen,4.1,800,Indiranagar,"Chinese, Vietnamese, Momos, Thai","225, Bhagyasri, 1st Main, HAL 2nd Stage, Service Road, Indiranagar, Bangalore",1,1
Shadow Kolkata Katti Rolls & Momos,0.0,250,Brigade Road,"Rolls, Chinese","Brigade Road Cross, Brigade Road, Bangalore",1,0
L'inoui,4.1,400,Cunningham Road,Desserts,"Shop 32, Hatworks Boulevard, Cunningham Road, Bangalore",1,0
Troll,3.8,300,Indiranagar,"Desserts, Ice Cream","1099, 12th Main, 5th Cross, HAL 2nd Stage, Indiranagar, Bangalore",1,0
Bhavani Sri,3.0,700,Indiranagar,"Andhra, Biryani, Seafood","541, CMH Road, Indiranagar, Bangalore",1,0
Meaza Ginger Multi Cuisine Restaurant,3.6,550,Indiranagar,"North Indian, Chinese, South Indian, Kerala","51, Near ESI Hospital, Double Road, Indiranagar, Bangalore",1,0
Mamma Mexicana,2.2,1000,MG Road,Mexican,"1 MG Road Mall, MG Road, Bangalore",1,1
The Jungle Terrace,3.5,600,Brigade Road,"Continental, Mexican, Lebanese","75, Near St Joseph's College Of Commerce, Markham Road, Ashok Nagar, Brigade Road, Bangalore",1,0
Roll Junction,2.9,150,Cunningham Road,"Fast Food, Rolls","Sigma Mall, Cunningham Road, Bangalore",1,0
Chutney Chang,4.2,1500,Church Street,"North Indian, Chinese, BBQ","HM Eleganza, 31, Museum Road, Off MG Road, Church Street, Bangalore",1,1
Amritsari Kulcha Bite,3.9,150,Ulsoor,North Indian,"41, Palani Mudaliar Street, Halasuru, Ulsoor, Bangalore",1,0
Delices,3.1,400,Ulsoor,"Bakery, Desserts","1/8, Artillery Road, Ulsoor, Bangalore",1,0
Meenu Oota Da Maane,3.2,700,Brigade Road,"Seafood, Mangalorean, Chinese","35, Ground Floor, Brigade Road, Shanthala Nagar, Bangalore",1,0
Gobble Up Churros Cafe,3.8,400,Ulsoor,"Beverages, Cafe, Desserts, Spanish, Bakery","Unit 7, Skywalk Building, Next to Body Craft , Assaye Road, Ulsoor, Bangalore",1,0
Tempura Restaurant,3.9,500,Brigade Road,"Japanese, Chinese, Tibetan, Momos","303, 3rd Floor, 5th Avenue Mall, Brigade Road, Bangalore",0,0
Choi Choi Momos,3.8,300,Brigade Road,"Chinese, Fast Food, Momos","70/2, Markham Road, Ashok Nagar, Brigade Road, Bangalore",0,0
Shalimar,4.0,700,Indiranagar,"North Indian, Chinese, Seafood","322/3, 3rd Floor, 2nd Stage, CMH Road, Indiranagar, Bangalore",1,0
Deshi Fusion Pizza,3.3,750,Old Madras Road,"Pizza, Chinese, Rolls","23, New Binnamangala, 1st Stage, Old Madras Road, Bangalore",1,0
Indira Darshini,3.6,200,Frazer Town,"South Indian, Chinese","12/1, 1st Main Road, Nandidurga Road, Jayamahal Extension, Bangalore, Frazer Town, Bangalore",1,0
Aagaman Veg,4.0,900,Indiranagar,"North Indian, Chinese, South Indian","545, 3rd Floor, CMH Road, Indiranagar, Bangalore",1,0
Salt Mango Tree,4.1,800,Indiranagar,Kerala,"971, 5th Cross, 12th Main, HAL II Stage, Indiranagar, Bangalore",1,1
MISU,4.6,1700,St. Marks Road,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore",1,1
RockSalt,4.4,1900,St. Marks Road,Modern Indian,"3rd Floor, 15, Madras Bank Road/ Museum Road, Above NEXA Showroom, Bangalore",1,1
The Rice Bowl,4.3,1300,Lavelle Road,"Chinese, Momos","40/2, Lavelle Road, Bangalore",1,1
South Inn,3.1,150,Frazer Town,South Indian,"150, Wheelers Road, Sindh Colony, Frazer Town, Bangalore",1,0
Pathy's Kitchen,3.5,500,Indiranagar,Andhra,"49/1, 14th A Cross, 2nd Stage, Indiranagar, Bangalore",1,0
Happy Fillings,3.4,300,Ulsoor,Chinese,"34/2, Meaner Avenue Tank Road, Near Ulsoor Lake, Opposite HDFC Bank, Ulsoor, Bangalore",1,0
Rotti Mane,3.4,200,Domlur,South Indian,"39/10A, 1st Main, 2nd Cross, Domlur Layout, Domlur, Bangalore",1,0
Shezan,4.1,600,Cunningham Road,"Chinese, Continental, North Indian, Mughlai, Steak","Sultan Shah Complex, Cunningham Road, Bangalore",1,0
Omleterian,0.0,200,Ulsoor,"American, Continental","31, Sree Yellamma Temple Street, Ulsoor, Bangalore",1,0
Oye Amritsar,4.1,1000,Church Street,North Indian,"Shop 19, Ground Floor, Kalpak Arcade, Church Street, Bangalore",1,1
Kanchanjunga Kitchen - The Flavour of Hills,0.0,300,Koramangala 8th Block,"Chinese, Nepalese, Tibetan, Momos","127, 2nd D Main Road, Opposite Corporation Bank, Koramangala 8th Block, Bangalore",1,0
Croons,3.8,350,Brigade Road,Desserts,"126 A, Brigade Road, Bangalore",0,0
MiniMelts,3.9,200,Brigade Road,"Ice Cream, Desserts","5th, Avenue Mall, Brigade Road, Bangalore",0,0
Tandoor,3.9,2100,MG Road,North Indian,"28, Centenary Building, MG Road, Bangalore",1,1
Rolls Corner,0.0,300,Brigade Road,"Chinese, Fast Food","20/4, 2nd Cross, Magrath Road, Brigade Road, Bangalore",0,0
Feast India Co.,4.2,1500,Cunningham Road,"Awadhi, Bengali, North Indian","70, Cunningham Road, Bangalore",1,0
Hotel Green Tara,3.9,500,Brigade Road,"Chinese, Tibetan, Momos","180, 2nd Floor, Manohar Crest, Brigade Road, Bangalore",0,0
Oven Lovin',0.0,300,Brigade Road,"Desserts, Bakery","Hotel Vellara, 126, Brigade Road, Bangalore",0,0
The Biere Club,4.3,1700,Lavelle Road,"Continental, BBQ, Finger Food","20/2, Vittal Mallya Road, Lavelle Road, Bangalore",1,1
Amber Rush Express,0.0,600,Residency Road,"Italian, Continental, Chinese","17/4, 1st & 2nd Floor, Residency Road, Bangalore",1,0
Bangalore Mandarin,4.2,1100,Indiranagar,"Chinese, Seafood","196, 3rd Floor, Double Road, Indiranagar, Bangalore",1,0
Rolls On Wheels,3.5,300,Brigade Road,"Fast Food, Rolls, Momos","23/1, Woods Street, Ashok Nagar, Brigade Road, Bangalore",0,0
Mahesh Lunch Home,4.1,1400,Residency Road,"Seafood, Mangalorean, North Indian, Chinese","Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",1,1
Bheema's,4.0,650,Church Street,Andhra,"31, Church Street, Bangalore",1,0
Mount Blue,0.0,300,Brigade Road,"Bakery, Fast Food","28, Near Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",0,0
Hatti Punjab Di,3.4,450,Brigade Road,North Indian,"25, First Cross, Behind Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",0,0
Brigade Paradise Hotel,0.0,400,Brigade Road,"Chinese, Fast Food, Rolls","28, 2nd Floor, Sunshine Plaza, Rest House Road, Off Brigade Road, Bangalore",0,0
Juice Magic,0.0,100,Brigade Road,"Juices, Beverages","65, Markham Road, Ashok Nagar, Brigade Road, Bangalore",0,0
Dine In,3.6,400,Brigade Road,"Kerala, South Indian, North Indian, Chinese","1/1, 5th Cross, Markham Road, Near Garuda Mall, Brigade Road, Bangalore",0,0
Chung Wah,4.0,1000,Residency Road,"Chinese, Thai, Momos, Vietnamese","45/1, Leo Complex, Residency Cross Road, Off Residency Road, Residency Road, Bangalore",1,0
Mad Over Biryani,2.9,600,Church Street,"Biryani, North Indian","Shop 19, Ground Floor, Kalpak Arcade, Church Street, Bangalore",1,0
Danny Lambas Punjabi Dhaba,3.5,600,Indiranagar,"North Indian, Chinese, Biryani","17, BDA Complex, Off Double Road, Indiranagar, Bangalore",1,0
Shiv Sager,3.0,200,Brigade Road,"South Indian, North Indian, Chinese","3rd Floor, Garuda Mall, Brigade Road, Bangalore",0,0
Bombay Kulfi,0.0,150,Brigade Road,"Desserts, Ice Cream","Ground Floor, Near ICICI Atm, 5th Avenue Mall, brigade road, bangalore, Bengaluru",0,0
The Charcoal Factory,4.1,600,Koramangala 6th Block,"Burger, Pizza, Momos","Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",1,0
Chung's Chinese Corner,3.3,700,Cunningham Road,Chinese,"13, 106, West Minster Building, Cunningham Road, Bangalore",1,0
Kenny's Restaurant,3.6,450,Frazer Town,"Chinese, North Indian","29, Buddha Vihara Road, Frazer Town, Bangalore",1,0
Wat-a-Biryani,0.0,500,Frazer Town,Biryani,"24/48, MM Road, Benson Town, Frazer Town, Bangalore",1,0
Fat Buddha,4.0,1000,Cunningham Road,"Chinese, Thai","70, Near Accenture Building, Cunningham Road, Bangalore",1,1
Instant Noodle Doodle,0.0,200,Frazer Town,Fast Food,"15, St John's Church Road, Cleveland Town, Frazer Town, Bangalore",1,0
Teppan Japanese Grill & Sushi Bar,4.3,2000,Ulsoor,Japanese,"1/3, 3rd Floor, Ulsoor, Bangalore",1,0
New Prashanth Hotel,3.7,750,Majestic,"South Indian, Biryani, Chinese, North Indian","121, 6th Cross, Gandhinagar, Majestic, Bangalore",1,0
Midnight Eats,3.0,500,Frazer Town,"North Indian, Chinese","Near Bharathi Nagar, Frazer Town, Bangalore",1,0
The Only Place,4.2,1000,Church Street,"Italian, American, Steak, Continental, BBQ, Salad","13, Museum Road, Church Street, Bangalore",1,1
Anupam's Coast II Coast,4.1,1400,Church Street,"Seafood, Mangalorean, North Indian, Chinese","56, Church Street, Bangalore",1,1
BabaYaga's,4.1,1500,Indiranagar,"American, Finger Food","949, 3rd Floor, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",1,1
Goodness! Beverages,0.0,250,Residency Road,Beverages,"A-14, Plot 132/5, Devatha Plaza, Opposite Bishop Cotton Boy's School, Residency Road, Bengaluru",1,0
Venkateshwara Foods,3.0,400,Residency Road,"Street Food, South Indian","# 8 (169) 11th cross S.R Nagar Residency Road, Bangalore",1,0
Ramana's,4.0,850,Cunningham Road,"North Indian, Chinese, Healthy Food","14, H.M. Geneva House, Cunningham Road, Bangalore",1,1
